Gene ID	source_id	Gene Type	Input ID	Gene Name or Symbol	gene_source_id	EC numbers	Curated GO Process IDs	Curated GO Function IDs	Curated GO Component IDs	Genomic Sequence ID	
TGME49_212180	TGME49_212180-t26_1	protein coding gene	28.m00550	N/A	TGME49_212180	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212190	TGME49_212190-t26_1	protein coding gene	28.m00298	N/A	TGME49_212190	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212210	TGME49_212210-t26_1	protein coding gene	28.m00590	N/A	TGME49_212210	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212220	TGME49_212220-t26_1	protein coding gene	28.m00300	N/A	TGME49_212220	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212240	TGME49_212240-t26_1	protein coding gene	28.m00301	N/A	TGME49_212240	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212250	TGME49_212250-t26_1	protein coding gene	28.m00026	N/A	TGME49_212250	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212260	TGME49_212260-t26_1	protein coding gene	28.m00303	N/A	TGME49_212260	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212270	TGME49_212270-t26_1	protein coding gene	28.m00304	N/A	TGME49_212270	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212280	TGME49_212280-t26_1	protein coding gene	28.m00305	N/A	TGME49_212280	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212290	TGME49_212290-t26_1	protein coding gene	28.m00306	RPS19	TGME49_212290	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212300	TGME49_212300-t26_1	protein coding gene	28.m00307	N/A	TGME49_212300	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212310	TGME49_212310-t26_1	protein coding gene	28.m00308	N/A	TGME49_212310	3.6.3.14 (Transferred entry: 7.1.2.2)	N/A	N/A	N/A	TGME49_chrX	
TGME49_212410	TGME49_212410-t26_1	protein coding gene	29.m00018	N/A	TGME49_212410	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_212420	TGME49_212420-t26_1	protein coding gene	29.m00019	N/A	TGME49_212420	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_212725	TGME49_212725-t26_1	protein coding gene	31.m01826	N/A	TGME49_212725	N/A	N/A	N/A	N/A	KE139818	
TGME49_212735	TGME49_212735-t26_1	protein coding gene	31.m00868	N/A	TGME49_212735	N/A	N/A	N/A	N/A	KE139818	
TGME49_212740	TGME49_212740-t26_1	protein coding gene	31.m00940	AAH2	TGME49_212740	1.14.16.2 (Tyrosine 3-monooxygenase)	N/A	N/A	N/A	TGME49_chrV	
TGME49_212760	TGME49_212760-t26_1	protein coding gene	31.m01825	N/A	TGME49_212760	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212770	TGME49_212770-t26_1	protein coding gene	31.m00939	N/A	TGME49_212770	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212780	TGME49_212780-t26_1	protein coding gene	31.m00856	N/A	TGME49_212780	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212800	TGME49_212800-t26_1	protein coding gene	31.m00938	N/A	TGME49_212800	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212810	TGME49_212810-t26_1	protein coding gene	31.m00858	N/A	TGME49_212810	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212820	TGME49_212820-t26_1	protein coding gene	31.m00857	N/A	TGME49_212820	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212830	TGME49_212830-t26_1	protein coding gene	31.m00001	N/A	TGME49_212830	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212850	TGME49_212850-t26_1	protein coding gene	31.m00859	N/A	TGME49_212850	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212860	TGME49_212860-t26_1	protein coding gene	31.m00860	N/A	TGME49_212860	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212910	TGME49_212910-t26_1	protein coding gene	31.m00090	ROM3	TGME49_212910	3.4.21.105 (Rhomboid protease)	N/A	N/A	N/A	TGME49_chrV	
TGME49_212920	TGME49_212920-t26_1	protein coding gene	31.m00861	N/A	TGME49_212920	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212940	TGME49_212940-t26_1	protein coding gene	31.m00936	N/A	TGME49_212940	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212950	TGME49_212950-t26_1	protein coding gene	31.m00863	N/A	TGME49_212950	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212960	TGME49_212960-t26_1	protein coding gene	31.m00862	N/A	TGME49_212960	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212970	TGME49_212970-t26_1	protein coding gene	31.m00935	N/A	TGME49_212970	2.7.11.17 (Calcium/calmodulin-dependent protein kinase)	N/A	N/A	N/A	TGME49_chrV	
TGME49_212980	TGME49_212980-t26_1	protein coding gene	31.m00934	N/A	TGME49_212980	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_212990	TGME49_212990-t26_1	protein coding gene	31.m00865	N/A	TGME49_212990	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213000	TGME49_213000-t26_1	protein coding gene	31.m00866	N/A	TGME49_213000	2.7.7.7 (DNA-directed DNA polymerase)	N/A	N/A	N/A	TGME49_chrV	
TGME49_213010	TGME49_213010-t26_1	protein coding gene	31.m00932	N/A	TGME49_213010	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213020	TGME49_213020-t26_1	protein coding gene	31.m00933	N/A	TGME49_213020	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213030	TGME49_213030-t26_1	protein coding gene	31.m00869	N/A	TGME49_213030	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213040	TGME49_213040-t26_1	protein coding gene	31.m00870	N/A	TGME49_213040	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213050	TGME49_213050-t26_1	protein coding gene	31.m00871	N/A	TGME49_213050	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213060	TGME49_213060-t26_1	protein coding gene	31.m00872	N/A	TGME49_213060	3.4.13.20 (Beta-Ala-His dipeptidase)	N/A	N/A	N/A	TGME49_chrV	
TGME49_213067	TGME49_213067-t26_1	protein coding gene	31.m00931	N/A	TGME49_213067	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213069	TGME49_213069-t26_1	protein coding gene	31.m00931	N/A	TGME49_213069	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213072	TGME49_213072-t26_1	protein coding gene	31.m00931	N/A	TGME49_213072	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213100	TGME49_213100-t26_1	protein coding gene	31.m00930	N/A	TGME49_213100	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213115	TGME49_213115-t26_1	protein coding gene	31.m00874, 31.m01823	N/A	TGME49_213115	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213240	TGME49_213240-t26_1	protein coding gene	31.m01822	N/A	TGME49_213240	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213255	TGME49_213255-t26_1	protein coding gene	31.m00929	N/A	TGME49_213255	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213280	TGME49_213280-t26_1	protein coding gene	31.m00928	SRS25	TGME49_213280	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213290	TGME49_213290-t26_1	protein coding gene	31.m01820	N/A	TGME49_213290	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213300	TGME49_213300-t26_1	protein coding gene	31.m00875	N/A	TGME49_213300	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213310	TGME49_213310-t26_1	protein coding gene	31.m00926	N/A	TGME49_213310	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213325	TGME49_213325-t26_1	protein coding gene	31.m00876, 31.m01828	N/A	TGME49_213325	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213340	TGME49_213340-t26_1	protein coding gene	31.m00925	N/A	TGME49_213340	4.1.2.10 ((R)-mandelonitrile lyase)	N/A	N/A	N/A	TGME49_chrV	
TGME49_213350	TGME49_213350-t26_1	protein coding gene	31.m00922	RPS15	TGME49_213350	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213360	TGME49_213360-t26_1	protein coding gene	31.m00924	N/A	TGME49_213360	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213370	TGME49_213370-t26_1	protein coding gene	31.m00924	FRM3	TGME49_213370	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213380	TGME49_213380-t26_1	protein coding gene	31.m01819	N/A	TGME49_213380	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213388	TGME49_213388-t26_1	protein coding gene	31.m00877	N/A	TGME49_213388	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213392	TGME49_213392-t26_1	protein coding gene	31.m00877	N/A	TGME49_213392	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213400	TGME49_213400-t26_1	protein coding gene	31.m01829	N/A	TGME49_213400	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213410	TGME49_213410-t26_1	protein coding gene	31.m00878	N/A	TGME49_213410	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213420	TGME49_213420-t26_1	protein coding gene	31.m00089	N/A	TGME49_213420	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213430	TGME49_213430-t26_1	protein coding gene	31.m01830	N/A	TGME49_213430	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213445	TGME49_213445-t26_1	protein coding gene	31.m00879	N/A	TGME49_213445	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213460	TGME49_213460-t26_1	protein coding gene	31.m00880	N/A	TGME49_213460	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213480	TGME49_213480-t26_1	protein coding gene	31.m00881	N/A	TGME49_213480	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213490	TGME49_213490-t26_1	protein coding gene	31.m00882	N/A	TGME49_213490	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213530	TGME49_213530-t26_1	protein coding gene	31.m00884	N/A	TGME49_213530	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213550	TGME49_213550-t26_1	protein coding gene	31.m00917	N/A	TGME49_213550	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213560	TGME49_213560-t26_1	protein coding gene	31.m01832	N/A	TGME49_213560	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213570	TGME49_213570-t26_1	protein coding gene	31.m00920	N/A	TGME49_213570	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213580	TGME49_213580-t26_1	protein coding gene	31.m01833	N/A	TGME49_213580	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213590	TGME49_213590-t26_1	protein coding gene	31.m00885	N/A	TGME49_213590	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213600	TGME49_213600-t26_1	protein coding gene	31.m00915	N/A	TGME49_213600	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213610	TGME49_213610-t26_1	protein coding gene	31.m00916	N/A	TGME49_213610	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213620	TGME49_213620-t26_1	protein coding gene	31.m00887	N/A	TGME49_213620	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213635	TGME49_213635-t26_1	protein coding gene	31.m00914	N/A	TGME49_213635	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213650	TGME49_213650-t26_1	protein coding gene	31.m00093	N/A	TGME49_213650	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213660	TGME49_213660-t26_1	protein coding gene	31.m00913	N/A	TGME49_213660	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213670	TGME49_213670-t26_1	protein coding gene	31.m00912	N/A	TGME49_213670	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213680	TGME49_213680-t26_1	protein coding gene	31.m01818	N/A	TGME49_213680	4.2.1.79 (2-methylcitrate dehydratase)	N/A	N/A	N/A	TGME49_chrV	
TGME49_213690	TGME49_213690-t26_1	protein coding gene	31.m00889	N/A	TGME49_213690	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213710	TGME49_213710-t26_1	protein coding gene	31.m00890	N/A	TGME49_213710	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213720	TGME49_213720-t26_1	protein coding gene	31.m00911	N/A	TGME49_213720	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213730	TGME49_213730-t26_1	protein coding gene	31.m00910	N/A	TGME49_213730	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213740	TGME49_213740-t26_1	protein coding gene	31.m00891	N/A	TGME49_213740	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213746	TGME49_213746-t26_1	protein coding gene	31.m00909	N/A	TGME49_213746	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213748	TGME49_213748-t26_1	protein coding gene	31.m00909	N/A	TGME49_213748	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213752	TGME49_213752-t26_1	protein coding gene	31.m00909	N/A	TGME49_213752	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213760	TGME49_213760-t26_1	protein coding gene	31.m01817	N/A	TGME49_213760	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213770	TGME49_213770-t26_1	protein coding gene	31.m00908	N/A	TGME49_213770	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213780	TGME49_213780-t26_1	protein coding gene	31.m00906	N/A	TGME49_213780	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213790	TGME49_213790-t26_1	protein coding gene	31.m00893	N/A	TGME49_213790	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213800	TGME49_213800-t26_1	protein coding gene	31.m00003	N/A	TGME49_213800	2.3.1.23 (1-acylglycerophosphocholine O-acyltransferase)	N/A	N/A	N/A	TGME49_chrV	
TGME49_213810	TGME49_213810-t26_1	protein coding gene	31.m01816	ISCA	TGME49_213810	N/A	N/A	N/A	GO:0005739	TGME49_chrV	
TGME49_213820	TGME49_213820-t26_1	protein coding gene	31.m00894	N/A	TGME49_213820	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213830	TGME49_213830-t26_1	protein coding gene	31.m00087	N/A	TGME49_213830	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213840	TGME49_213840-t26_1	protein coding gene	31.m01815	N/A	TGME49_213840	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213850	TGME49_213850-t26_1	protein coding gene	31.m00898	N/A	TGME49_213850	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213860	TGME49_213860-t26_1	protein coding gene	31.m01834	N/A	TGME49_213860	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213870	TGME49_213870-t26_1	protein coding gene	31.m00905	N/A	TGME49_213870	3.1.2.15 (Deleted entry)	N/A	N/A	N/A	TGME49_chrV	
TGME49_213880	TGME49_213880-t26_1	protein coding gene	31.m01835	N/A	TGME49_213880	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213890	TGME49_213890-t26_1	protein coding gene	31.m00899	N/A	TGME49_213890	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213900	TGME49_213900-t26_1	protein coding gene	31.m00904	N/A	TGME49_213900	N/A	N/A	N/A	GO:0005634	TGME49_chrV	
TGME49_213910	TGME49_213910-t26_1	protein coding gene	31.m00896	N/A	TGME49_213910	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213920	TGME49_213920-t26_1	protein coding gene	31.m00903	N/A	TGME49_213920	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213930	TGME49_213930-t26_1	protein coding gene	31.m00900	N/A	TGME49_213930	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213940	TGME49_213940-t26_1	protein coding gene	31.m00902	N/A	TGME49_213940	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213950	TGME49_213950-t26_1	protein coding gene	31.m00901	N/A	TGME49_213950	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213960	TGME49_213960-t26_1	protein coding gene	31.m01836	N/A	TGME49_213960	N/A	N/A	N/A	N/A	TGME49_chrV	
TGME49_213970	TGME49_213970-t26_1	protein coding gene	31.m00897	N/A	TGME49_213970	2.1.1.176 (16S rRNA (cytosine(967)-C(5))-methyltransferase)	N/A	N/A	N/A	TGME49_chrV	
TGME49_214070	TGME49_214070-t26_1	protein coding gene	33.m02682	N/A	TGME49_214070	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214080	TGME49_214080-t26_1	protein coding gene	33.m02185	N/A	TGME49_214080	N/A	N/A	N/A	GO:0045177;GO:0005737;GO:0005886	TGME49_chrX	
TGME49_214090	TGME49_214090-t26_1	protein coding gene	33.m00313	N/A	TGME49_214090	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214100	TGME49_214100-t26_1	protein coding gene	33.m02683	N/A	TGME49_214100	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214110	TGME49_214110-t26_1	protein coding gene	33.m02186	N/A	TGME49_214110	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214120	TGME49_214120-t26_1	protein coding gene	33.m01261	N/A	TGME49_214120	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214130	TGME49_214130-t26_1	protein coding gene	33.m01262	N/A	TGME49_214130	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214140	TGME49_214140-t26_1	protein coding gene	33.m01263	N/A	TGME49_214140	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214150	TGME49_214150-t26_1	protein coding gene	33.m02201	N/A	TGME49_214150	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214160	TGME49_214160-t26_1	protein coding gene	33.m02681	N/A	TGME49_214160	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214170	TGME49_214170-t26_1	protein coding gene	33.m02665	N/A	TGME49_214170	2.5.1.60 (Protein geranylgeranyltransferase type II)	N/A	N/A	N/A	TGME49_chrX	
TGME49_214180	TGME49_214180-t26_1	protein coding gene	33.m01266	N/A	TGME49_214180	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214190	TGME49_214190-t26_1	protein coding gene	33.m01267	SRS46	TGME49_214190	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214200	TGME49_214200-t26_1	protein coding gene	33.m02208	N/A	TGME49_214200	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214210	TGME49_214210-t26_1	protein coding gene	33.m02213	N/A	TGME49_214210	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214220	TGME49_214220-t26_1	protein coding gene	33.m02666	N/A	TGME49_214220	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214230	TGME49_214230-t26_1	protein coding gene	33.m01269	N/A	TGME49_214230	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214240	TGME49_214240-t26_1	protein coding gene	33.m01270	N/A	TGME49_214240	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214250	TGME49_214250-t26_1	protein coding gene	33.m01271	N/A	TGME49_214250	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214260	TGME49_214260-t26_1	protein coding gene	33.m01272	N/A	TGME49_214260	2.7.9.4 (Alpha-glucan, water dikinase)	N/A	N/A	N/A	TGME49_chrX	
TGME49_214270	TGME49_214270-t26_1	protein coding gene	33.m02199	N/A	TGME49_214270	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214280	TGME49_214280-t26_1	protein coding gene	33.m01274	N/A	TGME49_214280	2.7.7.2 (FAD synthase)	N/A	N/A	N/A	TGME49_chrX	
TGME49_214290	TGME49_214290-t26_1	protein coding gene	33.m02668	N/A	TGME49_214290	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214300	TGME49_214300-t26_1	protein coding gene	33.m01277	N/A	TGME49_214300	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214310	TGME49_214310-t26_1	protein coding gene	33.m02675	N/A	TGME49_214310	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214320	TGME49_214320-t26_1	protein coding gene	33.m00002	GT1	TGME49_214320	N/A	N/A	N/A	GO:0005886	TGME49_chrX	
TGME49_214330	TGME49_214330-t26_1	protein coding gene	33.m02674	N/A	TGME49_214330	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214340	TGME49_214340-t26_1	protein coding gene	33.m02669	N/A	TGME49_214340	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214350	TGME49_214350-t26_1	protein coding gene	33.m01280	N/A	TGME49_214350	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214370	TGME49_214370-t26_1	protein coding gene	33.m01281	N/A	TGME49_214370	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214390	TGME49_214390-t26_1	protein coding gene	33.m02210	N/A	TGME49_214390	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214400	TGME49_214400-t26_1	protein coding gene	33.m02670	N/A	TGME49_214400	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214410	TGME49_214410-t26_1	protein coding gene	33.m01282	N/A	TGME49_214410	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214420	TGME49_214420-t26_1	protein coding gene	33.m01283	N/A	TGME49_214420	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214430	TGME49_214430-t26_1	protein coding gene	33.m02671	N/A	TGME49_214430	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214440	TGME49_214440-t26_1	protein coding gene	33.m01284	N/A	TGME49_214440	2.7.8.7 (Holo-[acyl-carrier-protein] synthase)	N/A	N/A	N/A	TGME49_chrX	
TGME49_214450	TGME49_214450-t26_1	ncRNA gene	33.m01284	N/A	TGME49_214450	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214470	TGME49_214470-t26_1	protein coding gene	33.m01285	N/A	TGME49_214470	3.4.22.68 (Ulp1 peptidase)	N/A	N/A	N/A	TGME49_chrX	
TGME49_214480	TGME49_214480-t26_1	protein coding gene	33.m01286	N/A	TGME49_214480	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214490	TGME49_214490-t26_1	protein coding gene	33.m01287	N/A	TGME49_214490	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214500	TGME49_214500-t26_1	protein coding gene	33.m01288	N/A	TGME49_214500	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214510	TGME49_214510-t26_1	protein coding gene	33.m01289	N/A	TGME49_214510	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214520	TGME49_214520-t26_1	protein coding gene	33.m02196	GTF2H4	TGME49_214520	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214530	TGME49_214530-t26_1	protein coding gene	33.m02195	N/A	TGME49_214530	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214540	TGME49_214540-t26_1	protein coding gene	33.m02193	N/A	TGME49_214540	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214550	TGME49_214550-t26_1	protein coding gene	33.m02211	N/A	TGME49_214550	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214560	TGME49_214560-t26_1	protein coding gene	33.m01292	N/A	TGME49_214560	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214570	TGME49_214570-t26_1	protein coding gene	33.m01293	N/A	TGME49_214570	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214580	TGME49_214580-t26_1	protein coding gene	33.m01294	N/A	TGME49_214580	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214590	TGME49_214590-t26_1	protein coding gene	33.m01295	N/A	TGME49_214590	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214600	TGME49_214600-t26_1	protein coding gene	33.m01296	N/A	TGME49_214600	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214610	TGME49_214610-t26_1	protein coding gene	33.m01297	N/A	TGME49_214610	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214620	TGME49_214620-t26_1	protein coding gene	33.m01298	N/A	TGME49_214620	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214630	TGME49_214630-t26_1	protein coding gene	33.m01299	N/A	TGME49_214630	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214740	TGME49_214740-t26_1	protein coding gene	33.m01300	N/A	TGME49_214740	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214750	TGME49_214750-t26_1	protein coding gene	33.m01301	N/A	TGME49_214750	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214760	TGME49_214760-t26_1	protein coding gene	33.m01302	N/A	TGME49_214760	1.1.1.79 (Glyoxylate reductase (NADP(+)))	N/A	N/A	N/A	TGME49_chrX	
TGME49_214770	TGME49_214770-t26_1	protein coding gene	33.m01303	N/A	TGME49_214770	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214780	TGME49_214780-t26_1	protein coding gene	33.m01304	N/A	TGME49_214780	3.6.1.17 (Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical))	N/A	N/A	N/A	TGME49_chrX	
TGME49_214790	TGME49_214790-t26_1	protein coding gene	33.m01305	N/A	TGME49_214790	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214800	TGME49_214800-t26_1	protein coding gene	33.m01306	N/A	TGME49_214800	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214810	TGME49_214810-t26_1	protein coding gene	33.m01307	N/A	TGME49_214810	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214820	TGME49_214820-t26_1	protein coding gene	33.m00003	N/A	TGME49_214820	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214830	TGME49_214830-t26_1	protein coding gene	33.m01309, 33.m01311, 33.m01310	N/A	TGME49_214830	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214840	TGME49_214840-t26_1	protein coding gene	33.m01312	AP2X7	TGME49_214840	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214850	TGME49_214850-t26_1	protein coding gene	33.m01313	N/A	TGME49_214850	1.1.1.267 (1-deoxy-D-xylulose-5-phosphate reductoisomerase)	N/A	N/A	GO:0020011	TGME49_chrX	
TGME49_214860	TGME49_214860-t26_1	protein coding gene	33.m02684	N/A	TGME49_214860	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214870	TGME49_214870-t26_1	protein coding gene	33.m01314	N/A	TGME49_214870	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214880	TGME49_214880-t26_1	protein coding gene	33.m01315	N/A	TGME49_214880	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214900	TGME49_214900-t26_1	protein coding gene	33.m01317	N/A	TGME49_214900	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214910	TGME49_214910-t26_1	protein coding gene	33.m01318	N/A	TGME49_214910	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214920	TGME49_214920-t26_1	protein coding gene	33.m01319	N/A	TGME49_214920	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_214930	TGME49_214930-t26_1	protein coding gene	33.m01321	N/A	TGME49_214930	N/A	N/A	N/A	N/A	TGME49_chrX	
